gameId,f0_,f1_,f2_,f3_,f4_,f5_,f6_,f7_
c63d2929-b532-4a3d-baa8-4fbd8204aaba,Mariners,2,4,2,Athletics,3,9,2
35e79e8e-8454-4379-9162-227ca48f4e68,Phillies,0,5,0,Braves,2,8,0
08a97320-2b6b-437f-9bc9-05f56a4885b7,Twins,6,12,1,Royals,5,11,1
9bae7d32-d93c-4d29-8831-08f9ac8575ab,Twins,3,8,1,Royals,10,10,0
26e0a087-d990-4617-a5c1-91841a473ba3,Twins,5,9,1,Tigers,8,11,0
6ead0ecd-3533-4be3-8e9e-a9ab85bdfd5d,Twins,2,5,1,Tigers,9,9,1
e556e122-8536-4041-bc93-0af2f79ae55a,Twins,1,3,0,Tigers,8,11,0
edd0978a-53a2-43e5-b41a-b8da39cd3b09,Twins,3,6,1,Tigers,8,14,0
9d899cea-4106-454e-baf9-9ab8b1c03fa1,Twins,4,6,2,Indians,5,9,1
2a2c4cf9-a3b1-435c-999c-0ad5bc36283b,Twins,3,3,2,Mariners,2,5,0
b2aac877-fed6-4372-835b-72b53a7932b8,Twins,3,9,3,Mariners,4,6,0
cdc6c85b-02ad-4421-af06-e361079106d7,Twins,1,5,2,Mariners,10,13,0
25a1706f-2328-4f44-9754-4f25599f9c88,Twins,4,8,1,White Sox,11,17,1
57f428bc-ebfd-4ea7-9d86-1a6792ce64de,Twins,11,18,3,White Sox,13,16,0
83715aca-9556-42e4-93df-afc83783301c,Twins,11,12,0,White Sox,3,4,1
95ea23f8-308c-494b-9c91-261b9d4472f5,Indians,5,14,1,Mets,6,14,2
ab54f09c-9326-46bc-8731-2a9515e5ed3c,Indians,0,3,2,Mets,6,9,0
d725433c-f63c-4ff3-ad39-65de893bda30,Indians,7,11,0,Mets,5,8,0
3db71f60-379f-4601-9248-6e76ef2fee58,Indians,6,9,1,Rays,1,3,0
e8abd9d7-6989-4c4a-aae9-fd68b4625c42,Indians,6,10,0,Rays,0,3,2
f07e3fd0-c2b7-4618-9262-58fa46373929,Indians,7,11,2,Rays,4,5,0
529ae0bd-4d0b-46bc-98f0-4ecddf12a80b,Indians,15,19,1,Reds,6,12,2
e9c42396-16e9-4474-9d7b-023d3e634ce6,Indians,13,17,0,Reds,1,5,0
2b26e4c6-0b09-4d67-a396-6144ab05a133,Indians,5,7,0,Twins,12,19,0
2c65e138-9385-40a6-b24c-dbf504823317,Indians,6,13,0,Twins,10,14,0
6c612f86-3def-4ef9-b077-f5eb0be5922c,Indians,1,9,1,Twins,5,7,0
6e3677d3-19cb-48cc-9a62-ad0f3f32484f,Indians,9,11,0,Twins,2,7,1
7bdf6169-c267-479e-8ac1-056a3c7616bc,Indians,3,7,0,Twins,6,11,0
8a533190-728f-4cc1-82ef-dc8bdb684b37,Indians,1,8,0,Twins,0,9,1
9ef74faf-9b13-4887-9f6b-51bcb421ecd6,Indians,8,12,0,Twins,4,8,0
d4cf6239-3f54-4326-a596-32d25fb1caec,Indians,7,8,2,Twins,6,8,1
d51d8f8d-5149-4f42-9b03-948e12049df1,Indians,5,8,1,Twins,13,15,0
f28b93ae-e8ed-4f04-9c8d-3e91db71e781,Indians,5,9,1,Twins,4,10,0
37071542-7af7-484c-b059-a96969d447ad,Indians,13,17,0,Angels,3,8,2
76a3dce6-c072-47a3-bef7-c203459a494f,Indians,14,14,0,Angels,4,6,2
926db587-fca3-4985-a2c2-38cef601ff2d,Indians,5,14,0,Angels,1,1,2
b0735f8f-4948-4224-87e2-803d516e44fc,Indians,5,11,0,Angels,4,5,0
1fa20dd7-974f-4a93-8be9-b3152c6c051d,Indians,2,7,2,Astros,6,11,1
2ca01474-2f40-4eba-a7d5-c3021256931f,Indians,10,9,0,Astros,7,9,0
333f461c-76a2-4595-a818-996f628568da,Indians,3,7,0,Astros,4,7,1
b78bdc24-4d4f-4406-a4cc-3593793fea31,Indians,6,12,0,Astros,5,12,0
0fadb1a2-a242-4659-b979-288a3e890617,Indians,7,9,0,Royals,0,3,0
2d3270af-787f-4484-a640-4005b5988a84,Indians,2,5,1,Royals,1,6,1
2ec1c52a-6f9b-4a8a-938f-a89c68b0f75c,Indians,4,13,0,Royals,3,7,0
3bdb2fc5-343f-46b2-aadd-1111322b6112,Indians,5,8,0,Royals,4,9,2
46c84e88-6fbc-4d66-843f-70ed6ecb30c7,Indians,7,12,0,Royals,1,7,0
78b0ba95-d97d-436c-877b-afc70fe77966,Indians,5,11,1,Royals,4,12,3
7e815e93-0d9a-4115-b9f9-25634c92f683,Indians,6,8,0,Royals,1,3,1
ae4517a4-83f0-4b0e-9633-90facccd4f07,Indians,0,6,0,Royals,7,12,0
b9becb34-1dd6-4002-ace0-a090eba6f5e7,Indians,7,9,0,Royals,1,9,0
daa6aaf4-e8d7-4186-ab07-8bfec0d5889f,Indians,5,5,1,Royals,2,6,0
0a5b1862-b19f-4eda-99cb-8cefa7803128,Indians,5,8,0,Tigers,3,9,0
121f3db2-2b4e-47c0-9931-fe4ee8f875f8,Indians,11,14,0,Tigers,4,5,3
22728487-14b4-4693-9a5a-ef79ec2f1bd2,Indians,9,16,1,Tigers,4,5,1
3e9860ec-95c6-4ecd-9d7d-ea1f9582c339,Indians,1,4,0,Tigers,0,4,0
8f592888-ad2a-413b-891c-0d6276c67aa4,Indians,4,5,0,Tigers,0,5,0
c3af493f-be32-43d3-af84-8fe2addde7f7,Indians,2,7,1,Tigers,12,12,1
c937cf92-f042-4685-bc23-34c02d7c5355,Indians,12,13,0,Tigers,1,4,0
ce1032b5-3abf-4295-adf2-7f6a52b54fe7,Indians,5,7,0,Tigers,9,11,2
d6c7e666-b69e-4079-ba0b-93eecfa61af3,Indians,7,10,0,Tigers,3,12,0
60f24a99-451e-4ba8-836d-6d06639617cc,Indians,6,10,2,Marlins,5,11,0
d4c86f2d-85c8-41d2-af99-04fc6a22a4c0,Indians,8,12,0,Marlins,3,4,3
e9820757-3638-4ffc-bf9d-8ff9c49449f3,Indians,6,7,0,Marlins,2,8,0
2bce164e-8661-430c-9312-9b0de48a80f1,Indians,4,10,0,Orioles,6,13,0
60295850-7331-4c81-a19e-a8475e118d87,Indians,11,13,0,Orioles,4,10,4
85c89edd-ebb8-4a4a-89bc-bdf744f91b53,Indians,4,8,0,Orioles,6,8,1
bf5cf705-c564-41ed-9e47-9ca14dff7f7d,Indians,3,8,0,Rangers,7,11,0
de9484a7-c538-4f4b-afec-bd7368b618de,Indians,2,11,4,Rangers,9,11,0
e16a7215-7e24-48d9-b40b-0a0baa29132e,Indians,5,10,0,Rangers,4,8,0
bcd65f36-4cb5-4ed5-a13c-410b996e53f7,Indians,2,5,1,Red Sox,6,11,0
445a270d-dce0-4ba8-9415-274fb4093aa1,Indians,4,7,0,Yankees,5,11,0
8e063913-6599-49a8-91e0-c8d3b5824726,Indians,7,11,3,Yankees,11,13,1
97568755-645c-4cbf-b0c7-54e6b1f9da04,Indians,6,11,2,Yankees,7,14,0
bdc5d0ae-3ca3-4d03-997a-3a1cb9dc8e92,Indians,10,9,0,Yankees,2,7,0
50d105b0-f598-4604-8c03-45b96a43fe0b,Indians,3,10,0,Mariners,2,6,0
6980b399-fcce-4c54-9172-3362a64bd89d,Indians,7,8,0,Mariners,10,15,1
f39bee60-5390-4b7b-a23d-0d3c8b1cf43b,Indians,1,4,1,Mariners,2,3,1
54444d05-17fb-4bc3-ae00-106c583683f9,Indians,5,8,2,Athletics,3,7,1
6347ed37-d50c-4bff-88f9-8ed2685d9708,Indians,6,12,0,Athletics,3,8,0
8c640df6-5e3b-4414-92dd-6d7ec2e35dac,Indians,8,10,0,Athletics,0,6,0
426e8aeb-1c84-411d-ab01-60306a396765,Indians,3,9,0,Blue Jays,2,7,0
b230329e-b749-427b-8851-ae933af27697,Indians,5,6,0,Blue Jays,6,14,2
d98535e1-55fb-4fc6-9af2-2e71d4f0f5fd,Indians,3,6,0,Blue Jays,2,5,2
53f891af-2b0e-4ec5-b27a-b5be3b8e1b5e,Indians,7,11,1,Nationals,6,10,1
efbfe7ca-5fae-4a3c-94d5-920ed587d517,Indians,1,6,0,Nationals,4,6,1
090ee5ce-6520-4dfe-8802-7dd65db118fe,Indians,1,8,3,White Sox,8,15,1
18dadb56-7311-4d66-905f-e00ab9908bfa,Indians,10,13,0,White Sox,4,7,2
4ce1f428-55b0-4646-81a5-1cc37857f80d,Indians,5,12,0,White Sox,4,6,1
77e29526-af2e-4859-bcb0-04541038147d,Indians,7,13,2,White Sox,10,13,0
85b39836-9c87-4360-b375-8b572da6b4c2,Indians,3,12,1,White Sox,2,6,0
acd97a70-7a0b-4b5e-a397-87623a0892f3,Indians,3,8,0,White Sox,2,7,0
e35c5495-75c7-411d-8678-f3326b11b63a,Indians,3,11,0,White Sox,1,7,1
f7e9f4b4-6709-4bbc-ab91-faa3536d1ba0,Indians,13,15,0,White Sox,2,7,1
f974e636-4080-4622-9daa-d6b536363183,Indians,0,2,3,White Sox,3,6,0
de6b6899-c5d8-466b-88c4-5c8bb0f8ae8a,Blue Jays,1,2,0,Rays,8,13,1
e183e91b-8b84-461e-8d7f-ea119a9905e2,Nationals,13,11,0,Reds,4,9,0
1369ed22-80e9-4095-9db7-fa349c731605,Nationals,3,6,0,Rockies,5,10,1
338b196f-1e15-453a-8f56-a3b89aae84b9,Padres,2,7,1,Red Sox,7,9,0
ae71f253-75e3-48a3-a08d-80dda69cabb3,Angels,4,8,3,Twins,9,10,1
aa71c8fb-4a88-48ab-bf7e-51ac8d721a1d,Angels,3,7,1,Rangers,7,10,0
7743a6e0-6f50-4615-be67-86e856d96e07,Reds,8,8,1,Cubs,11,17,1
45a6d111-e0f6-4aae-a3b5-28b702e4d7ac,Reds,4,12,2,Braves,5,10,1
5165fcf8-69dd-426e-b7a0-e001b6a07923,Reds,6,12,0,Braves,3,9,0
63dcc1b0-27be-438a-be81-b05de85c0eb2,Reds,8,12,0,Braves,2,9,1
94b35b8a-2271-421d-bd9c-ddec935e57f5,Reds,4,7,1,Padres,7,8,2
434765b1-6999-451d-8fdf-253aad3c1310,Reds,5,9,1,Brewers,4,9,1
7a19b9d9-f5ac-483b-ba56-5b96f2fada5a,Reds,1,4,1,Brewers,0,4,0
869ff16e-c83f-4c0f-90fc-623bd8bb5fc7,Reds,9,9,0,Brewers,5,10,1
af72a0b9-65f7-49fb-9b30-d505068bdf6d,Reds,5,6,0,Brewers,1,8,0
b24c4e68-aa3d-44ca-abb9-140105b06bb2,Reds,1,9,0,Brewers,9,12,0
b3dbb99b-c36b-49e1-a23a-b9385d9ee6ca,Reds,7,11,3,Brewers,13,15,2
cde13a4c-af2f-4bd1-bce5-2ceed39bf1e7,Reds,2,5,2,Indians,7,10,1
edde86b4-5ad1-4181-b295-d6add29bdccb,Reds,7,10,2,Indians,8,10,0
0199a563-3d9d-4638-b0ea-c0df03198222,Reds,3,9,0,Pirates,2,5,0
026cf001-af28-4a57-8495-134377807ec2,Reds,4,6,1,Pirates,5,6,0
7baa8600-1464-4402-8246-51ee5a096560,Reds,3,8,0,Mariners,8,10,0
7d1f6bfe-b8be-4441-a2ed-2540697a0b1b,Reds,4,8,2,Mariners,5,12,0
4360c4ce-f419-46e1-8ff1-e898e311a9eb,Giants,9,13,1,Reds,7,11,2
abd01d06-d4a8-4ea6-8638-3fa85edc1bcf,Giants,2,3,1,Red Sox,1,5,0
4a2302f0-61ba-4df7-9199-3d884e54f889,Blue Jays,2,8,1,Rays,13,17,0
65dbc3c3-8d56-40c3-825d-1c041e3d7420,Mariners,0,3,2,Astros,6,10,0
fc8d3d2a-8c84-41c6-a150-fce4aaa3333a,Mariners,3,10,0,Tigers,1,4,0
d6477a5f-d39b-4032-89bf-9e299634620a,Mariners,8,12,0,Brewers,2,7,1
febdb0ed-2b66-476b-a769-613889052941,Mariners,6,11,0,Brewers,7,10,1
98640631-2623-4a38-b494-7950108cab57,Mariners,9,10,1,Orioles,4,12,1
ea239405-6980-4031-8159-63921fa97a0f,Mariners,5,10,1,Orioles,2,5,0
8764d391-f6f4-4191-84c2-de8a716b5790,Mariners,1,6,1,Rangers,2,10,1
8c8f103d-769d-4b0e-8240-7739d57c500d,Mariners,7,10,0,Yankees,5,9,0
846ea7de-7c89-4fb5-a055-cec6eec0280e,Mariners,2,6,0,Athletics,3,7,0
c87707dc-48d7-4980-a591-233fd82ca93d,Mariners,5,10,1,Cardinals,4,8,1
9fd85ce8-c650-4cdb-8ff6-a5233e276b74,Diamondbacks,8,15,1,Phillies,9,17,2
3be3e6d5-7ad0-4658-a6fd-c3023b1b5ee2,Brewers,7,8,0,Reds,3,7,0
4c9434a7-c2c1-477c-a2f2-0dd0a17b1407,Brewers,5,14,2,Reds,11,16,0
a6040124-058c-47b4-ae57-981851edefa0,Brewers,4,6,2,Reds,7,12,1
1edeee68-df73-42d4-b464-fcf5db0f409a,Brewers,4,10,0,Braves,3,9,1
5b583b2b-38df-4765-8499-9a8e119e44c7,Brewers,3,8,1,Braves,4,10,0
5dc77bb8-39a8-4f70-aa8d-ccd8ec1ffa93,Brewers,1,4,1,Braves,2,6,0
755a5b93-b4bc-479e-b819-e856f88acce7,Brewers,11,14,0,Braves,3,9,1
60a2dc42-3a93-48db-ac97-d41c57a26392,Brewers,3,7,0,Pirates,6,13,2
3ae789d3-2fcc-46e6-8979-c3c765b5f8ba,Royals,4,10,3,Astros,13,14,1
09fcd5fd-46cc-462d-b9a4-dca789c143e3,Royals,16,21,1,Tigers,5,10,1
501668a2-6016-45c6-951a-87239f318ac4,Royals,2,7,0,Tigers,1,5,1
c17b39ea-8188-407b-9c93-576e5dc8d2c5,Royals,4,10,0,Tigers,10,13,0
e0184380-a267-434d-a70d-4785b7f1335d,Royals,10,14,2,Tigers,3,10,0
7f7c430d-392d-4ef0-a33f-1599e907e3bc,Royals,3,9,0,Indians,2,9,0
bc7e7a55-4217-4b05-8532-9c55ba3ac976,Royals,2,11,1,Indians,1,4,0
f19d8d90-856a-4b2d-923f-15f3015b42d8,Royals,9,10,2,Indians,4,5,3
55c4a857-b1a4-42fd-8fdd-c3a40b454a6f,Royals,4,11,1,Cardinals,8,9,1
31bf02e5-febf-46e3-8c7a-a73cea7499c0,Pirates,4,9,0,Angels,5,9,0
5febbb8f-1ce7-4637-a458-3c7c884b46d8,Pirates,3,5,0,Giants,5,9,1
de2737ea-c244-45e3-bde8-b69fd04befe7,Pirates,1,5,0,Giants,0,6,0
60e0e9b6-7177-447d-9a60-4c9fd4298c3f,Royals,6,13,0,Astros,1,4,0
e635e18d-ab0c-4d04-a457-5556ae492d61,Royals,5,15,0,Astros,13,16,1
153410e7-6a14-4f49-9ede-7211b65bd2eb,Royals,4,12,1,Braves,2,10,0
5e84c17d-26a4-4794-8d0b-a69e08f84491,Royals,6,12,0,Cardinals,2,6,1
812e92e0-0788-4e84-a9c2-878c70dad2df,Rangers,1,3,1,Rays,4,5,1
65552c5c-1c3d-4213-b920-7d1d3eac564b,Rangers,1,6,0,Indians,12,17,0
916c307c-bc3d-4b4f-a3c6-2cd2ed35bee3,Rangers,2,6,0,Athletics,11,12,0
c5444f7b-80db-4f67-9ded-8b9b124212c6,Brewers,10,13,0,Twins,5,12,1
a361990e-af25-4fbf-be2c-2c684ea18d74,Brewers,5,7,0,Angels,4,9,0
ee42873f-07bd-4e11-88e9-a5293a6cf1ea,Brewers,8,14,0,Angels,5,11,1
c7c47096-9acd-4e9f-ba7a-69e655163083,Brewers,3,6,1,Astros,2,3,1
659ccef3-788b-43a5-b4d8-a3e0c6ac735a,Brewers,3,8,1,Giants,12,15,0
60b41c5f-a92b-45a4-bcb0-c362e22e450b,Brewers,1,7,2,Padres,0,3,0
11cbf8b5-7a81-4be3-8edc-38b74afbd38d,Brewers,14,18,0,Marlins,5,16,1
a405a0d8-9726-406d-8cbc-0e2016b5055f,Brewers,3,4,0,Marlins,6,10,2
c52a10a6-c051-43de-be68-72199c024e91,Brewers,5,7,1,Marlins,7,14,0
24740ced-a9dc-46fb-9992-115eb41ac63b,Angels,1,4,0,Cubs,6,9,1
c383a96b-49ed-486f-911b-1fa299722efa,Angels,8,10,0,Athletics,6,9,2
7f922ed4-09ca-4123-938e-b16db63bf16a,Brewers,5,4,2,Dodgers,6,12,1
f6c1d6e4-559f-4f93-9234-1b9154bb3871,Brewers,6,10,1,Nationals,5,10,0
0f455229-a744-4a6d-92ce-328f79990cd1,Rockies,4,10,0,Brewers,1,8,0
e06dbf82-1ac8-4476-b2f9-f801f9b70489,Rockies,5,12,1,Cardinals,10,14,0
5de25ff2-d2ba-4e39-bb3c-ed6e99545a8b,Cubs,6,10,2,Phillies,2,10,1
4f02fe10-686a-426c-ad8e-704a9eba5919,Cubs,2,5,0,Diamondbacks,3,10,0
0e15e49a-23e5-422a-81b3-035c7a581470,Rangers,6,13,0,Angels,9,15,1
19fdde1c-1d68-4036-ba18-4d22dcd12416,Rangers,4,8,2,Angels,5,8,0
5f24ae87-b754-4596-a298-c6333c436d4a,Rangers,4,8,0,Angels,2,10,0
e1fd70d7-4a43-40fb-9f2d-988f4485041a,Rangers,7,12,0,Angels,2,9,2
7a0275f2-2b90-4648-a4b2-ab95f7a917f0,Rangers,2,6,1,Astros,1,7,2
9110058e-aa79-44b7-9ba9-6fdbf538b388,Rangers,7,12,0,Astros,5,8,1
a7fc942e-8f2d-4d1c-82e5-e93248a899ae,Rangers,7,14,0,Astros,4,7,1
47c237f2-533c-4857-aa69-16d46cb7a409,Rangers,3,4,0,Royals,2,6,0
614bfb74-3fd4-4663-bf47-2d83e10ee5ad,Rangers,8,12,0,Royals,3,7,1
f34a0aa2-98f9-4604-b17a-0a5f0692ed45,Rangers,2,8,0,Royals,1,5,0
ff24d184-74a5-4917-8b36-15c4a8156366,Rangers,5,9,1,Royals,3,4,0
225e02b3-18e4-4e60-8256-97bce7780d34,Rangers,5,6,1,Orioles,11,13,1
467c153a-f5c6-4a70-b4a4-f66bc0ef2586,Rangers,6,10,0,Orioles,3,9,0
ed560d53-09e7-4f1b-95dd-e4ea689978a9,Rangers,8,14,0,Orioles,4,10,1
521b63f0-37e9-488a-adf3-4f32a4eb3a91,Rangers,10,13,0,Yankees,1,6,0
6e75c644-7e9a-4b6b-b76f-690bea24abdf,Rangers,3,5,0,Yankees,2,7,0
841c42ba-c7bd-45e7-90de-882d68225fc6,Rangers,1,3,0,Yankees,3,10,1
af9949eb-5525-4a93-927b-f566b7ed6c6d,Rangers,3,6,1,Athletics,6,10,0
e3992e07-0388-405b-87b1-8cddb5acec5b,Rangers,7,11,2,Athletics,6,12,0
f1313489-6c53-42ec-87ff-ae4492485782,Rangers,4,9,2,White Sox,8,15,0
a97e9539-bbbd-4e03-bf15-f25ea2c1d923,Brewers,5,8,2,Cubs,6,11,0
2ba6fe9a-9627-4af7-b933-aee015fb917f,Brewers,5,9,2,Mets,3,7,3
56a82a3e-0505-436f-bf93-ed089d6c6541,Brewers,9,14,1,Reds,5,6,0
7cf9c94d-831b-4572-867d-d385c8fc4483,Brewers,5,8,0,Reds,4,9,0
05bb18d1-11ff-4c06-bf92-2f668e72c70f,Brewers,3,6,0,Cardinals,1,4,0
ff0bc5a4-39c8-4457-90d4-022f5b0b7ee5,Brewers,9,11,2,Diamondbacks,4,8,0
c49fc095-a159-4f92-8498-44279fe41a83,Rangers,4,11,2,Rays,6,13,0
e804db07-6ae2-4e6e-9836-f3e4e87dd999,Rangers,2,7,1,Mariners,10,11,1
ef28daa0-2015-4d87-9cca-19a56d049735,Rangers,3,1,1,Mariners,2,4,2
3de04c12-b773-442a-acde-913cf59e409d,Astros,4,8,1,Orioles,3,11,4
9c07a59e-ac25-490f-a933-eea954d28f26,Astros,3,8,1,Orioles,2,8,0
f4a62934-f2a7-4f12-a049-3670c1eb24a6,Astros,4,6,1,Orioles,2,5,1
064dacb7-e6a4-47fe-8185-db10285192da,Astros,5,9,0,Athletics,2,8,3
1851be9a-7ad6-40cb-b258-02da4e3976cd,Astros,12,16,0,Athletics,2,9,0
68801241-6a68-46eb-9c78-fe335f0a08f9,Astros,2,6,0,Athletics,3,10,0
a4cb8da9-e596-4825-b9e2-28b70abc031b,Astros,6,10,0,Athletics,5,12,0
5b304eca-aa86-420f-9716-e6d80e6d6b92,Astros,0,5,0,Diamondbacks,3,7,1
829df064-08ba-4dd2-9fad-91774a4b630c,Astros,5,9,0,Diamondbacks,4,8,1
4f32f177-b197-4544-a167-aa546ef2c903,Marlins,3,10,0,Dodgers,0,4,2
9d628737-4948-46f1-811b-9fb7e35e6294,Marlins,6,13,0,Phillies,0,4,1
d29a5fd8-0e62-4160-a06a-43b0a51e57d7,Marlins,2,6,3,Phillies,6,8,0
3930f4ea-4d99-4623-b6f7-c81072bc0358,Marlins,1,5,0,Nationals,3,7,0
dd1e0728-1a29-417a-b7c2-affd3bebc200,Marlins,3,4,3,Nationals,8,8,0
aaa6a55a-5951-4e4c-875f-07a7909a0ab0,Twins,4,7,2,Red Sox,15,15,0
3695582d-ab86-413a-87e6-cf8d5e5845dc,Twins,3,8,0,Phillies,7,15,1
61547c5d-47e3-4e69-8211-d58dd2803147,Rays,5,9,0,Astros,0,2,1
8da7c889-0aa9-42a2-8537-97181cb1b56a,Rays,15,16,1,Padres,1,7,0
d6807e51-3173-4ae3-8f5b-e70c6731df00,Rays,3,9,2,Marlins,4,13,0
9ebe3e16-240d-4197-bfac-a716b63b5e35,Rays,4,12,3,Mariners,6,13,0
ab3fc6f0-33c8-4895-9cb1-4c4e50d96ead,Indians,7,9,0,Red Sox,6,10,1
dad096d3-bbb5-4448-91c4-4e4c7747bd15,Indians,2,6,0,Red Sox,3,10,0
46c122db-c04b-4994-827f-c3db2f9ee800,Phillies,8,11,0,Marlins,0,3,0
4b6a3285-6e10-447e-8e27-27e6fa3ffe1a,Phillies,4,13,1,Marlins,3,13,0
f888da6e-7946-4b49-af1b-7aa074664a84,Phillies,4,8,2,Marlins,5,8,0
3860eb6c-8ee0-4fc0-9090-b22ff16d560e,Phillies,3,6,0,Pirates,5,7,1
5da500f5-3022-4cd1-af0c-1835f7ea286c,Phillies,6,15,0,Pirates,2,9,2
8150aeb3-fac4-4cfa-8cc4-6a133a2bb0d8,Phillies,6,9,2,Pirates,2,5,1
9e9f7899-9245-4f76-bef9-be50409cd8e0,Phillies,2,5,1,Pirates,15,13,0
0a696c82-c058-445c-bafb-350768e9eb31,Phillies,7,12,0,White Sox,6,10,1
ce72f78c-8a06-4296-be62-99abb0c5c759,Phillies,8,10,1,White Sox,3,7,0
404ab41d-28f9-4bb6-9f50-99ae7fe865b9,Reds,1,4,0,Rockies,5,7,1
2b376233-7c12-486f-96cd-b2015d1677b3,Dodgers,7,9,1,Giants,3,5,3
5d07427a-9611-4d34-a2f2-83d07d92b18c,Dodgers,0,2,0,Marlins,2,8,0
376f2472-6d4b-499a-9428-cc46bca1577b,Dodgers,7,9,1,Rockies,4,7,0
3b507cd7-9e38-4b3c-841f-120a08294130,Dodgers,2,9,1,Diamondbacks,4,9,0
b67b777c-85ba-4735-92ad-cd951d2ed873,Dodgers,5,8,0,Diamondbacks,2,6,1
015213d0-2581-4dd9-89d2-d081cf728cf7,White Sox,9,13,1,Twins,6,11,1
79aa5fbd-f15b-4d3e-a70a-9ff75da1d376,White Sox,0,6,0,Twins,4,7,1
7c4a59d8-0199-40c2-ab7a-bde55f73dafe,White Sox,6,12,0,Twins,5,8,1
28cac4ff-bec0-4ae6-94f2-0dbc763afff2,White Sox,5,11,0,Braves,4,8,2
470f2dd8-467f-4bb2-9578-46defde62a67,White Sox,0,6,1,Braves,2,6,0
56050908-8b0d-4168-a618-e12a74e652bc,White Sox,8,13,1,Braves,11,15,2
0a1b098e-eaa1-4da8-94d0-ceac0d8b536f,White Sox,8,11,0,Tigers,11,16,3
e393a0e3-272a-4f88-9cf7-e385b0482fb0,White Sox,5,9,0,Tigers,3,8,0
ed0a07a2-eb2c-4f62-9892-29eadbf724b3,White Sox,10,16,3,Tigers,9,14,0
8579817c-301a-4d0e-b587-dc3018637061,White Sox,0,6,2,Yankees,9,20,0
a10e0c71-559e-4b54-8524-94be332b9f02,White Sox,8,13,4,Yankees,2,8,3
dd7146ce-3c56-4e6b-a3ae-2dae7c4175e5,White Sox,5,5,0,Yankees,0,8,0
7b0f19cb-bae4-4ef4-9c89-70513e7b9040,White Sox,6,10,0,Athletics,2,6,0
8658c446-de0b-49c7-8772-abce62360933,White Sox,3,11,0,Blue Jays,2,8,0
e615a94d-4dfd-4dde-87e2-b65d4da1577a,White Sox,5,8,0,Blue Jays,2,5,1
fe6d2c30-0ce2-4ca6-9731-8fb780633f93,White Sox,8,12,1,Blue Jays,10,13,1
645519e6-a849-4740-97b2-56e1820862be,Braves,5,7,1,Giants,4,8,0
261852f5-ac12-44dc-a110-61e7cb76b40c,Cubs,5,8,0,Nationals,2,3,0
d7d822f5-5857-4575-a999-40f77709d848,Athletics,1,10,0,Angels,4,9,0
ff0bc1fd-2415-4c51-bb13-1e378fbb1dd5,Athletics,1,5,0,Tigers,4,11,0
59134e6d-9d13-49aa-978e-c3c2300eb90f,Pirates,5,7,0,Cubs,6,15,2
53ffd71f-ee4c-4a5b-9f24-931113ea89af,Pirates,3,6,0,Reds,2,6,2
8d8f7b9b-80be-49c7-b8ca-531b34517222,Pirates,3,6,2,Reds,7,8,0
d84ed06c-ec34-489a-a797-e22e9070952e,Pirates,5,9,0,Reds,3,7,1
48832a52-e56c-467f-a1ef-c6f8c6e908ea,Pirates,1,5,1,Astros,3,5,2
487b1f9b-f4b8-4e92-9c2e-481720f5776b,Pirates,0,2,2,Padres,4,6,0
